medicine_name
Wheezal Chininum Sulphuricum Globules 0/29 LM
Wheezal Cimicifuga Racemosa Globules 0/21 LM
Dr. Majumder Homeo World Aralia Racemosa Dilution (30 ml Each) 1M
Wheezal Plumbum Metallicum Globules 0/4 LM
Dr. Reckeweg Teucrium M V Dilution 10M CH
Wheezal Dilution Geranium Mac. 1M
Wheezal Colchicum Autumnale Dilution 10M
Dr Willmar Schwabe India Tuberculinum Dilution 200 CH
LDD Bioscience Ceanonthus Americanus Dilution 30 CH
Bjain Collinsonia Canadensis Globules 0/22 LM
Dr. Majumder Homeo World Argentum Iodatum Dilution (30 ml Each) 12 CH
Dr. Majumder Homeo World Aloe Socotrina Dilution (30ml Each) 1M
Bjain Abroma Radix Globules 0/22 LM
Organon Belladonna Dilution 30
Bjain Avena Sativa Globules 0/15 LM
Wheezal Allium Cepa 0/15 LM
Bjain Abroma Radix Globules 0/14 LM
Bjain Abroma Radix Globules 0/12 LM
Dr. Reckeweg Arsenicum Album Dilution 1M
Boericke Abrus Precatorius Dilution (30ml Each) 50M
Bjain Achyranthes Aspera Globules 0/18 LM
Wheezal Skookum Chuck Trituration Tablet 3X
Wheezal Colocynthis Dilution 10M
Bjain Avena Sativa Globules 0/26 LM
Bjain Aegle Marmelos Globules 0/1 LM
Bjain Antimonium Tartaricum Globules 0/21 LM
REPL Dr. Advice No.60 Locomotor Ataxia Drop
Sett Dey Anthracinum Dilution 200
Rxhomeo Uranium Nitricum 1M
Rxhomeo Actaea Spicata 1M Pellets
Dr. Majumder Homeo World Brahmi Dilution(30ml Each) 50M
Combo Pack of SBL Nux Vomica Dilution 200 CH & SBL Arnica Montana Dilution 200 CH (30ml Each)
Wheezal Naphthalinum CM Dilution
Wheezal Skookum Chuck Dilution 30
Sett Dey Vipera Dilution 200
Pioneer Pharma Alloxanum Globules Pellets Multidose Pills 1000 CH
Sett Dey Caladium Seguinum Dilution 1M
ADEL Ratanhia Peruviana Mother Tincture Q
ADEL Melilotus Off Dilution 200
Dr Willmar Schwabe India Borax Trituration Tablet 6X
"Combo Pack of SBL Syzygium Jambolanum Mother Tincture Q, SBL Cephalandra Indica Mother Tincture Q & SBL Gymnema Sylvestre Mother Tincture Q (30ml Each)"
Lord's Ars Sulph Flav Trituration Tablet 3X
Dr. Reckeweg Iris Versicolor Mother Tincture Q
Wheezal Picrotoxinum Dilution CM
Wheezal Amyl Nitrosum Dilution 10M
REPL Dr. Advice No.135 Tocorel Drop
Wheezal Chamomilla Globules 0/19 LM
LDD Bioscience Glonoinum Dilution 10M CH
Wheezal Agnus Castus 0/12 LM
Wheezal Agaricus Muscarius 0/27 LM
REPL Dr. Advice No. 112 Metrical-D
Wheezal Cimicifuga Racemosa Globules 0/17 LM
Boericke Abrus Precatorius Dilution (30ml Each) 6
Bjain Apium Graveolens Dilution 6C
Happy Chords Syrup
Dr Willmar Schwabe India Radium Bromide Dilution 10M CH
Bakson's Homeopathy Galega Officinalis Dilution 200
Dr. Reckeweg Acid Nitricum Dilution 1000 CH
SBL Pinus Sylvestris Dilution 30 CH
Bakson's Homeopathy Citrus Limonum Dilution 10M
Adven Ad-Liv Tonic
Adven A-126 Pancreatic Drop
St. George’s Wart Q Nil Drop
SBL Embelica Officinalis Dilution 6 CH
Bjain Graphites Trituration Tablet 3X
Wheezal Asparagus Officinalis Dilution 30
Sett Dey Calcarea Sulphuratum Dilution 30
LDD Bioscience Cannabis Sativa Dilution 6 CH
Rxhomeo Natrum Phosphoricum Pellets 30C
LDD Bioscience Kali Arsenicosum Dilution 30 CH
Bjain Nux Vomica Globules 0/18 LM
Bjain Cuprum Metallicum Globules 0/6 LM
Allen's Alfa Allen Tonic
LDD Bioscience Mercurius Dulcis Dilution 30 CH
Bjain Cactus Grandiflorus Globules 0/8 LM
Bjain Dulcamara Globules 0/28 LM
Bjain Collinsonia Canadensis Globules 0/3 LM
Bakson's Homeopathy Taraxacum Mother Tincture Q
Lord's Kali Phos Biochemic Tablet 200X
Dr Willmar Schwabe India Agaricus Muscarius Dilution 200 CH
SBL Lycopodium Clavatum Dilution CM CH
SBL Solanum Xanthocarpus Dilution 200 CH
SBL Viola Odorata Dilution 1000 CH
Bjain Calcarea Silicata Globules 0/4 LM
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 200 CH
Bjain Collinsonia Canadensis Globules 0/14 LM
Bjain Collinsonia Canadensis Globules 0/7 LM
Lord's Thiosinaminum Trituration Tablet 3X
SBL Argentum Phosphoricum Dilution 6 CH
SBL Folliculinum Dilution 30 CH
Bjain Bacopa Monnieri Dilution 3X
Dr. Majumder Homeo World Apocynum Cannabinum Dilution (30 ml Each) 30 CH
Dr. Reckeweg R22 Nervous Disorders Drop
Dr Willmar Schwabe India Taraxacum Officinale Dilution 3X
Dr. Majumder Homeo World Bromium(30ml Each) CM
Wheezal Caulophyllum Thalictroides Globules 0/19 LM
Pioneer Pharma Dioscorea Villosa Pellets 1000 CH
Wheezal Alstonia Constricta Dilution 6
Wheezal Aesculus Hippocastanum 0/21 LM
Combo Pack of Dr. Reckeweg Berberis Vul Mother Tincture Q & Dr. Reckeweg Hydrangea Mother Tincture Q (20ml Each)
LDD Bioscience Glonoinum Dilution 1000 CH
Bakson's Homeopathy Chloroformum Dilution 10M
SBL Lycopodium Clavatum 0/2 LM
Bjain Vipera Berus Dilution 30 CH
Haslab Digesto Syrup
Bio India Bach Flower Rock Water
Sett Dey Malandrinum Dilution 6
Medisynth Antimonium Crudum Dilution 200
Pioneer Pharma Camphora Globules Pellets Multidose Pills 200 CH
Bakson's Homeopathy Lecithinum Dilution 10M
Dr Willmar Schwabe India Parthenium Dilution 1000 CH
Dr Willmar Schwabe India Cocculus Indicus Mother Tincture Q
Dr Willmar Schwabe India Bio-Combination 01 (BC 01)Tablet
Wheezal Agaricus Muscarius 0/9 LM
SBL Nux Vomica Dilution 30 CH | Stomach Care Dilution 200 CH
Wheezal Mutha Dilution 30
Wheezal Guaiacum Dilution 1M
LDD Bioscience Ignatia Amara Dilution 1000 CH
LDD Bioscience Kali Mur Dilution 1000 CH
Hapro Pulsatilla Nigricans Dilution 1M
Dr Willmar Schwabe India Ferrum Magneticum Dilution 1000 CH
Sett Dey Terminalia Chebula (Haritaki) Mother Tincture
Medisynth Vanadium Metallicum Dilution 200
Sett Dey Sanguinaria Can Mother Tincture
Combo Pack of SBL Syzygium Jambolanum Mother Tincture Q & SBL Gymnema Sylvestre Mother Tincture Q (30ml Each)
Bjain Natrum Muriaticum Globules 0/22 LM
ADEL Ledum Pal. Dilution 6
Bakson's Homeopathy Gambogia Dilution 6 CH
Dr. Reckeweg Aesculus Hippocastanum Dilution 30 CH
Bjain Thalapsi Bursa Pastoris Dilution 1000 CH
Bjain Cocculus Indicus Dilution 1000 CH
Bjain Lappa Major Dilution 30C
Bjain Cheiranthus Cheiri Dilution 3X
LDD Bioscience Stellaria Media Dilution 30 CH
Bjain Conium Maculatum Globules 0/19 LM
Bakson's Homeopathy Juglans Regia Dilution 1000 CH
ADEL Sanguinaria Can. Dilution 30
Bio India Kalium Muriaticum Biochemic Tablet 12X
Bio India Silicea Biochemic Tablet 3X
Wheezal Calendula Nectar Prickly Heat Powder
SBL Areca Catechu Dilution 30 CH
ADEL Paeonia Off. Dilution 30 CH
Dr Willmar Schwabe India Magnesium Phosphoricum Dilution 50M CH
SBL Iodium 0/28 LM
Hapro Cretinox Syrup
REPL Diacon Drop
SBL Lemna Minor Dilution 3 CH
Dr Willmar Schwabe India Colocynthis Dilution 30 CH
SBL Lycopodium Clavatum Dilution 6 CH
SBL Sulphur 0/18 LM
Bjain Bellis Perennis Dilution 3X
SBL Baryta Carbonica 0/25 LM
Bjain Tuberculinum Bovinum Dilution 10M CH
Bio India Calcarea Sulphurica Biochemic Tablet 3X
Pioneer Pharma Natrum Mur 12X Biochemic Tablet
Pioneer Pharma Silicea Biochemic Tablet 6X
Bjain Natrum Muriaticum Globules 0/23 LM
Lord's Bio-Combination 14 Tablet
Lord's Bio-Combination 22 Tablet
Allen Vasakof Cough Syrup
SBL Digitalinum Dilution 30 CH
Dr. Reckeweg Croton Tig Dilution 200 CH
Bjain Carduus Marianus Dilution 200C
Dr Willmar Schwabe India Harungana Madagascariensis Dilution 30 CH
Bjain Bio-Combination No. 23 Tablet
SBL Kali Arsenicosum Dilution 30 CH
Dr Willmar Schwabe India Sabal Serrulata Dilution 200 CH
Dr Willmar Schwabe India Alpha - Tons Tablet
Bjain Equisetum Hymale Dilution 6X
SBL Saccharum Lactis Dilution 200 CH
Bjain Gnaphalium Polycephalum Dilution 200 CH
Bjain Thalapsi Bursa Pastoris Dilution 12 CH
LDD Bioscience Apis Mellifica Mother Tincture Q
Kent's K28 Tumor Oral Drops
Similia Kali Sulph Biochemic Tablet 6X
LDD Bioscience China Off Dilution 30
LDD Bioscience Cuprum Oxy Nigrum Dilution 1000 CH
Bjain Gossypium Herbaceum Mother Tincture Q
ADEL Sabal Serr Dilution 30 CH
Dr Willmar Schwabe India Boerhaavia Diffusa Mother Tincture Q
LDD Bioscience Kali Bromatum Dilution 6 CH
Wheezal Antimonium Crudum 0/7 LM
Wheezal Calcarea Fluorica Globules 0/8 LM
Sett Dey Rhododendron Chrysanphum Dilution 200
Wheezal Solanum Nigrum Dilution 6
Wheezal Menyanthes Trifoliata Dilution 10M
Bio India Camphora Dilution 10M CH
Wheezal Mercurius Dulcis Dilution 1M
Pioneer Pharma Iris Versicolor Globules Pellets Multidose Pills 30 CH
Bjain Ocimum Sanctum Dilution 6 CH
Bjain Mercurius Sulphuricus Dilution 6 CH
Bjain Eschscholtzia Californica Dilution 12 CH
Bakson's Homeopathy Calcarea Iodata Dilution 50M
Rxhomeo Mercurius Solubilis 1M Pellets
Bakson's Homeopathy Hamamelis Virginica Dilution 3X
Bakson's Homeopathy Tetanus Nos. Dilution 50M
Bakson's Homeopathy Verbena Officinalis Dilution 30
Bakson's Homeopathy Abies Canadensis Dilution 10M
Bakson's Homeopathy Berberis Vulgaris Dilution 10M
Bakson's Homeopathy Cicuta Virosa Dilution 10M
Dr Willmar Schwabe India Copaiba Officinalis Dilution 12 CH
Bjain Aesculus Hippocastanum Globules 0/9 LM
Bakson's Homeopathy Pulsatilla Nigricans Dilution 6X
Dr. Majumder Homeo World Acidum Uricum Dilution (30ml Each) 12
LDD Bioscience Mezereum Dilution 200
Hapdco Viola Plus Cough Syrup
SBL Cocainum Muriaticum Dilution 1000 CH
Bakson's Homeopathy Aviaire Dilution 200
Bakson's Homeopathy Balsamum Peruvianum Dilution 6 CH
ADEL Nat Sulph Dilution CM
Bakson's Homeopathy Strychninum Phosphoricum Dilution 1M
LDD Bioscience Capsicum Annum Dilution 1000 CH
Wheezal Quercus Glandium Spiritus Dilution CM
Wheezal Mixture Syrup
Wheezal Bryonia Alba Globules 0/2 LM
Bjain Abrotanum Globules 0/15 LM
Bjain Calcarea Silicata Globules 0/30 LM
Wheezal Arsenicum Album Globules 0/3 LM
Wheezal Citrus Vulgaris Dilution 3X
Wheezal Paris Quadrifolia Dilution 10M
Wheezal Boerhavia Diffusa Dilution 10M
Wheezal Gossypium Herbaceum Dilution CM
Hapro Thuja Occidentalis Dilution 1M
Dr. Reckeweg R86 Low Blood Sugar Drop
Dr Willmar Schwabe India Antimonium Sulph Aureum Trituration Tablet 3X
Dr Willmar Schwabe Germany Collinsonia Canadensis Dilution 30
LDD Bioscience Thyroidinum 3X
Bakson's Homeopathy Cactus Grandiflorus Dilution 50M
Bakson's Homeopathy Cocainum Muriaticum Dilution 200
ADEL Bryonia Alb. Dilution 50M
Bakson's Homeopathy Spongia Tosta Mother Tincture Q
Bakson's Homeopathy Origanum Majorana Dilution 200
Dr Willmar Schwabe Germany Thallium Dilution 30
Dr. Majumder Homeo World Aconitum Ferox Dilution (30ml Each) 200
Bjain Kali Sulphuricum Dilution 10M CH
LDD Bioscience Formica Rufa Dilution 30
Lord's Cynodon Dactylon Mother Tincture Q
Bakson's Homeopathy Piper Nigrum Dilution 30
Herbamed Berberis Aquifolium Mother Tincture Q
"Dr. Romas Homeopathy HD-79 Acidity, 2 Bottles of 2 Dram"
LDD Bioscience Physostigma Mother Tincture Q
Wheezal Barium Carbonicum Globules 0/4 LM
Rxhomeo Digitalis Pur 200C
Wheezal Ammonium Picricum Dilution 1M
Wheezal Arnica Montana Globules 0/23 LM
Bjain Abroma Augusta Globules 0/26 LM
Bjain Allium Sativum Globules 0/13 LM
Bjain Agave Americana Globules 0/12 LM
Wheezal Lapis Album Dilution CM
Rxhomeo Ranunculus Bulbosus 200C
Wheezal Mercurius Iodatus Flavus Trituration Tablet 3X
LDD Bioscience Ammonium Muriaticum Dilution 30 CH
Ankur Hb-Pura Syrup
Father Muller Pulsatilla Nigricans Drop 30C
Pioneer Pharma Lachesis Globules Pellets Multidose Pills
Bjain Conium Maculatum Globules 0/1 LM
ADEL Arnica Mont. Dilution 6
Lord's Nat Phos Biochemic Tablet 200X
ADEL Acid Carbolic Dilution 200
Dr. Reckeweg Alumina Dilution 50M CH
Wheezal Dilution Asafoetida 200 CH
Pioneer Pharma Nux Moschata Globules Pellets Multidose Pills 6 CH
Dr. Majumder Homeo World Brahmi Dilution(30ml Each) 30
Wheezal Petroleum Dilution 30
Bjain Apium Graveolens Globules 0/29 LM
Bjain Aegle Folia Globules 0/7 LM
Wheezal Atista Indica Dilution 3X
Wheezal Sabina Globules 0/29 LM
Dr Willmar Schwabe Bio-Combination BC 25 Tablet
Dr Willmar Schwabe India Belladonna Dilution 1000 CH
LDD Bioscience Cyclamen Dilution 30 CH
Bjain Arnica Montana Globules 0/10 LM
Bjain Apocynum Cannabinum Globules 0/22 LM
Bjain Plumbum Metallicum Globules 0/8 LM
Bio India Natrum Muriaticum Biochemic Tablet 6X
SBL Kali Phosphoricum Biochemic Tablet 30X
SBL Caffeinum Dilution 30 CH
SBL Lapis Albus Dilution 1000 CH
Dr Willmar Schwabe India Chininum Salicylicum Dilution 30 CH
Wheezal Castanea Vesca Dilution 10M
Wheezal Alumina 0/17 LM
Dr. Reckeweg Stannum Metallicum Dilution 200 CH
Dr. Majumder Homeo World Acidum Carbolicum (30ml Each) 50M
Dr. Majumder Homeo World Acidum Carbolicum 3X
Wheezal Niccolum Sulphuricum Dilution 30
Pioneer Pharma Lachnanthes Tinct Globules Pellet Multidose Pills 200 CH
SBL Saccharum Lactis Dilution 200 CH
LDD Bioscience Passiflora Incarnata Mother Tincture Q
LDD Bioscience Ashwagandha Mother Tincture Q
SBL Veratrum Album Dilution 12 CH
LDD Bioscience Kalmegh Mother Tincture Q
SBL Arnica Montana 0/26 LM
Dr. Reckeweg Pyrogenium Dilution 200 CH
LDD Bioscience China Officinalis Mother Tincture Q
Wheezal WL32 Renal Pain Drop
REPL Dr. Advice No.61 Liver Troubles Drop
SBL Jacaranda Caroba Mother Tincture Q
SBL Arsenicum Album 0/22 LM
LDD Bioscience Hydrastis Canadensis Mother Tincture Q
Bjain Cucurbita Pepo Mother Tincture Q
Pioneer Pharma P21 Rheumatic Drop
LDD Bioscience Guatteria Gaumeri Plus
SBL Argentum Phosphoricum Dilution 12 CH
SBL Thallium Metallicum Dilution 1000 CH
LDD Bioscience Berberis Aquifolium Mother Tincture Q
ADEL Kalmia Lat Dilution 30
ADEL Fucus Ves Mother Tincture Q
LDD Bioscience Syzygium Jambolanum Mother Tincture Q
SBL Sticta Pulmonaria Dilution 30 CH
Dr Willmar Schwabe Germany Nux Moschata (Myristica Fragrans) Dilution 30
LDD Bioscience Ginseng Mother Tincture Q
Allen's Livosin Total Tonic
Bjain Mercurius Solubilis Dilution 30C
LDD Bioscience Mother Tincture Phytolacca Berry Q
Dr. Reckeweg Hypericum Per Dilution 200 CH
Dr Willmar Schwabe India Cobaltum Metallicum Dilution 1000 CH
LDD Bioscience Sabal Serrulata Mother Tincture Q
SBL Dolichos Dilution 1000 CH
Dr Willmar Schwabe Germany Natrum Muriaticum Dilution 30
LDD Bioscience Berberis Vulgaris Mother Tincture Q
SBL Ranunculus Bulbosus Dilution 6 CH
Dr Willmar Schwabe India Santoninum Dilution 6 CH
LDD Bioscience Arnica Montana Mother Tincture Q
Dr Willmar Schwabe India Natrum Bicarbonicum Dilution 30 CH
Bakson's Homeopathy Thyroidinum Dilution 30 CH
LDD Bioscience Chelidonium Majus Mother Tincture Q
Bjain Dulcamara Dilution 1000 CH
Bakson's Homeopathy Paraffinum Dilution 1000 CH
LDD Bioscience Janosia Ashoka Mother Tincture Q
Bakson's Homeopathy Ptelea Trifoliata Dilution 30
Dr. Majumder Homeo World Abroma Radix Dilution (30 ml Each) 6 CH
Dr. Majumder Homeo World Acidum Salicylicum Dilution (30ml Each) 30
Rxhomeo Apis Mel 30C
Dr. Reckeweg Kali Bichrom Dilution 30 CH
Dr Willmar Schwabe India Kousso Dilution 6 CH
Bjain Acidum Phosphoricum Dilution 12C
Bjain Ocimum Canum Dilution 6 CH
Hapro Rhus Tox Dilution 1M
Bakson's Homeopathy Abies Nigra Dilution 50M
Bakson's Homeopathy Aurum Arsenicicum Dilution 1000
Dr. Reckeweg Eupatorium Perf Dilution 200 CH
LDD Bioscience Acid Carb Dilution 30 CH
Wheezal Borax Globules 0/26 LM
Bjain Apocynum Cannabinum Globules 0/28 LM
Combo Pack of SBL Nux Vomica Dilution 30 CH & SBL Arnica Montana Dilution 30 CH (30ml Each)
LDD Bioscience Baryta Phosphorica Dilution 30 CH
Bjain Antimonium Tartaricum Globules 0/29 LM
Bakson's Homeopathy AC#9 Tablet
Dr. Reckeweg Calc Pic Dilution 1000 CH
Dr Willmar Schwabe India Hypericum Perforatum Dilution 1000 CH
Dr Willmar Schwabe India Indigo Dilution 30 CH
SBL Sulphanilamidum Dilution 6 CH
Bjain Naphthalinum Dilution 200 CH
Bjain Chlorum Dilution 6C
SBL Pertussinum Dilution 1000 CH
Bahola Ferolac Tablet
Dr Willmar Schwabe India Gnaphalium Polycephalum Dilution 200 CH
Dr Willmar Schwabe India Lac Caninum Dilution 10M CH
Dr Willmar Schwabe India Lecithinum Dilution 12 CH
Dr Willmar Schwabe India Caladium Seguinum Dilution 6 CH
Bjain Galium Aparine Mother Tincture Q
Bjain Baryta Muriatica Dilution 1000 CH
Dr Willmar Schwabe India Rhus Aromatica Dilution 200 CH
ADEL Phosphorus Dilution 1M
SBL Chionanthus Virginica Dilution 30 CH
Dr Willmar Schwabe India Triosteum Perfoliatum Dilution 200 CH
Dr Willmar Schwabe India Helonias Dioica Dilution 12 CH
Bjain Juglans Regia Mother Tincture Q
SBL Guarea Trichilodies Dilution 200 CH
Bio India Complex 37 Pancreas Drop
SBL Terebinthinae Oleum Mother Tincture Q
Bjain Syzygium Jambolanum Mother Tincture Q
SBL Aurum Metallicum Dilution CM CH
Bio India Calcarea Fluorica Biochemic Tablet 200X
Dr. Reckeweg Kali Ars Dilution 10M CH
SBL Rhus Toxicodendron 0/8 LM
Dr. Reckeweg Natrum Muriaticum Biochemic Tablet 6X
Bjain Calcuri Biliarii Dilution 1000 CH
Bjain Blatta Orientalis Mother Tincture Q
SBL Ricinus Communis Dilution 1000 CH
Bjain Salvia Officinalis Mother Tincture Q
SBL Rhus Venenata Dilution 12 CH
Dr Willmar Schwabe India Vaccinium Dilution 1000 CH
Dr. Reckeweg Platinum Met Dilution 1000 CH
Dr. Reckeweg Kali Bromatum Dilution 30 CH
SBL Hypophysine Dilution 6 CH
SBL Helianthus Annuus Dilution 3 CH
Dr Willmar Schwabe India Calcarea Fluorica Biochemic Tablet 3X
Bjain Colocynthis Globules 0/30 LM
ADEL Artemisia Vulg. Dilution 6
LDD Bioscience Kalmegh Dilution 1000 CH
Bakson's Homeopathy Mercurius Praecipitatus Ruber Dilution 10M
Bakson's Homeopathy Tylophora Indica Dilution 10M
Bakson's Homeopathy Lycopersicum Esculentum Dilution 200
Bakson's Homeopathy Syzygium Jambolanum Mother Tincture Q
Bakson's Homeopathy Kreosotum Dilution 30
Bakson's Homeopathy Crotalus Cascavella Dilution 30
ADEL Merc Dul Dilution 30 CH
Dr. Reckeweg Pix Liquida Dilution 30 CH
SBL Hepar Sulphur Trituration Tablet 3X
SBL Chimaphila Umbellata Dilution 1000 CH
Medisynth Gasgan Forte Drop
Wheezal Stimulant-H Drop
Bjain Camphora Dilution 12 CH
SBL Myrica Cerifera Dilution 6 CH
SBL Senega Dilution 1000 CH
SBL Acidum Phosphoricum Dilution CM CH
Dr. Reckeweg Apis Mell Dilution 200 CH
Dr Willmar Schwabe India Acalypha Indica Dilution 1000 CH
Lord's L 105 Abdominal Left Side Drop
Lord's Calc Sulph Biochemic Tablet 30X
Dr. Reckeweg Laurocerasus Dilution 200 CH
ADEL Kali Phos Dilution 10M
Bjain Syzygium Jambolanum Dilution 3X
Dr Willmar Schwabe India Tuberculinum Dilution 30 CH
SBL Zincum Cyanatum Dilution 200 CH
Dr. Reckeweg Kali Iodatum Dilution 200 CH
Bjain Azadirachta Indica Dilution 6C
SBL Camphora 0/3 LM
Dr. Reckeweg Gelsemium Sempervirens Dilution 30 CH
Dr Willmar Schwabe India Lupulus Dilution 200 CH
Wheezal Niccolum Sulphuricum Dilution 30
Pioneer Pharma Lachnanthes Tinct Globules Pellet Multidose Pills 200 CH
Wheezal Aethusa Cynapium 0/10 LM
Dr. Majumder Homeo World Alstonia Constricta Dilution (30ml Each) 3
Dr. Majumder Homeo World Aegle Folia Dilution (30ml Each) 3X
Wheezal Caprum Oxi. Nig. Trituration Tablet 3X
Bjain Acetalinidum / Antifebrinum Globules 0/9 LM
Bakson's Homeopathy Pituitary Posterior Dilution 50M
Similia Camphorhus Oil
Dr. Reckeweg Iris Vers Dilution 200 CH
Dr Willmar Schwabe India Cichorium Intybus Dilution 1000 CH
Dr. Johns J-10 Pruritus-V Drop
LDD Bioscience Granatum Dilution 1000 CH
Bjain Ignatia Amara Globules 0/24 LM
Bjain Hyoscyamus Niger Globules 0/15 LM
SBL Hydrangea Arborescens Dilution 3 CH
SBL Cocainum Muriaticum Dilution 30 CH
Dr. Reckeweg Absinthium Dilution 1000 CH
Healing Herbs Bach Flower Gorse
Bjain Ipecacuanha Globules 0/10 LM
Dr Willmar Schwabe India Sabal Pentarkan Drop
SBL Natrum Muriaticum Dilution 6 CH
SBL Plantanus Occidentalis Dilution 6 CH
SBL Cicaderma Ointment
Dr Willmar Schwabe India Cascara Sagrada Dilution 12 CH
Dr Willmar Schwabe India Acidum Butyricum Dilution 6 CH
Dr Willmar Schwabe India Melilotus Alba Dilution 1000 CH
Dr Willmar Schwabe India Cimicifuga Racemosa Dilution 12 CH
SBL Iodium 0/13 LM
Bjain Ferrum Phosphoricum Biochemic Tablet 200X
Bio India Natrum Sulphuricum Biochemic Tablet 200X
Bjain Natrum Sulphuricum Biochemic Tablet 12X
SBL Camphora Dilution 30 CH
Dr. Reckeweg Arsenic Sulph Flavum Trituration Tablet 4X
SBL Acorus Calamus Dilution 12 CH
SBL Lathyrus Sativa Dilution CM CH
Dr Willmar Schwabe India Convolvulus Arvensis Dilution 1000 CH
Bjain Helonias Dioica Mother Tincture Q
LDD Bioscience Jalappa Dilution 1000 CH
Bjain Sanguinaria Canadensis Globules 0/22 LM
Dr Willmar Schwabe India Natrum Sulphuricum Biochemic Tablet 30X
Lord's Antim Crud Trituration Tablet 3X
Lord's Gastrolin-Plus Tablet
Wheezal Kali Carbonicum Dilution 30
Dr Willmar Schwabe Germany Manganum Aceticum Dilution 200
Dr. Reckeweg Alumina Dilution 6 CH
Dr. Reckeweg Trillium Pendulum Dilution 1000 CH
Dr. Reckeweg Trombidium Muscae Domesticae Dilution 1000 CH
Bakson's Homeopathy Echinacea Ointment
SBL Acidum Citricum Dilution 3 CH
Dr Willmar Schwabe India Adlumia Fungosa Dilution 12 CH
Bjain Thalapsi Bursa Pastoris Dilution 200 CH
Dr Willmar Schwabe India Eupatorium Perfoliatum Dilution 6 CH
Dr Willmar Schwabe India Guaiacum Dilution 6 CH
Bjain Cardiospermum Halicacabum Dilution 6 CH
Allen Five Phos General Tonic
Bjain Scrophularia Nodosa Dilution 200 CH
SBL Crocus Sativus Dilution 30 CH
SBL Xerophyllum Asphodelodies Dilution 1000 CH
Dr. Reckeweg Clematis Erec Dilution 200 CH
Bakson's Homeopathy Biocombination 5 Tablet
